index,time_iso,relative_ms,delta_ms,direction,src_ip,src_port,dst_ip,dst_port,wire_len,captured_len,ip_len,seq,ack,flags,tcp_payload_len,payload_hex,section,interface_id
43,2026-08-13T10:01:29.326387+03:00,160.391,1.435,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237139573,1893635061,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 DA 57 FB 3C 00 00 00 00 3F 03 49 3B 00 00 00 00 75 19 A1 39 00 00 00 00 00 00 80 3F 00 00 00 00 0B 0D 80 3F 57 EE C8 BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 4C 34 4C 40 29 3D 43 40 96 CE D0 40 3F FF 95 40 DC 9C CE 3F EF 3C DD 3F EA 7A 06 40 6F 0E 49 40,1,0
44,2026-08-13T10:01:29.326470+03:00,160.474,0.083,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635061,4237139697,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 08 00 00 00 00 00 00 00,1,0
45,2026-08-13T10:01:29.326652+03:00,160.656,0.182,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237139697,1893635109,ACK,0,,1,0
46,2026-08-13T10:01:29.327954+03:00,161.958,1.302,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237139697,1893635109,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 D5 57 FB 3C 00 00 00 00 3A 03 49 3B 00 00 00 00 66 F8 A0 39 00 00 00 00 00 00 80 3F 00 00 00 00 39 0E 80 3F 20 D7 9A BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 52 26 59 40 5D 18 2E 40 D3 85 CD 40 A6 B8 87 40 EC 6A E8 3F 71 92 C0 3F CF 49 07 40 7C D6 36 40,1,0
47,2026-08-13T10:01:29.328041+03:00,162.045,0.087,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635109,4237139821,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 09 00 00 00 00 00 00 00,1,0
48,2026-08-13T10:01:29.328325+03:00,162.329,0.284,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237139821,1893635157,ACK,0,,1,0
49,2026-08-13T10:01:29.329519+03:00,163.523,1.194,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237139821,1893635157,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 FB 57 FB 3C 00 00 00 00 0B 03 49 3B 00 00 00 00 F0 FC A0 39 00 00 00 00 00 00 80 3F 00 00 00 00 C7 10 80 3F 83 69 AB BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 35 6D FE 40 DA A0 9D 40 09 6D 2E 41 FB DB CE 40 6C BF BF 40 7F C1 68 40 EE DF CA 40 1C 97 9F 40,1,0
50,2026-08-13T10:01:29.329774+03:00,163.778,0.255,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635157,4237139945,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 0A 00 00 00 00 00 00 00,1,0
51,2026-08-13T10:01:29.330074+03:00,164.078,0.3,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237139945,1893635205,ACK,0,,1,0
52,2026-08-13T10:01:29.331263+03:00,165.267,1.189,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237139945,1893635205,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 7A 57 FB 3C 00 00 00 00 4C 03 49 3B 00 00 00 00 5F FA A0 39 00 00 00 00 00 00 80 3F 00 00 00 00 FA 0C 80 3F 8A D1 B2 BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 94 C0 D8 3F 95 D2 33 40 D7 30 94 40 80 57 8B 40 A2 F5 97 BE 37 1A C4 3F DB F2 06 3E 0E 11 39 40,1,0
