connection,relative_ms,direction,event,ioctl,packet_size,id_to,id_from,sha256,detail
1,0.0,TCP,connect,,0,,,,
2,45002.561,DEV->PC,mebius_service,,84,00000000,3E904000,398aff0b22ec03b0,to=00000000;from=3E904000
2,45102.716,DEV->PC,mebius_service,,4140,00000000,3E904000,5b47dd330cedcc64,to=00000000;from=3E904000
2,45252.707,DEV->PC,mebius_service,,4140,00000000,3E904000,c737f95433918f6f,to=00000000;from=3E904000
2,45402.715,DEV->PC,mebius_service,,4140,00000000,3E904000,101a1ab8fe33ad6a,to=00000000;from=3E904000
2,45552.668,DEV->PC,mebius_service,,4140,00000000,3E904000,8c67b11c9bddfc71,to=00000000;from=3E904000
2,45687.309,DEV->PC,mebius_service,,84,00000000,3E904000,4965eb3a4b879fff,to=00000000;from=3E904000
2,45702.673,DEV->PC,mebius_service,,4140,00000000,3E904000,45eedc0eb1f8bc01,to=00000000;from=3E904000
2,45852.678,DEV->PC,mebius_service,,4140,00000000,3E904000,1bd5088e8e83ca35,to=00000000;from=3E904000
2,46002.755,DEV->PC,mebius_service,,4140,00000000,3E904000,d79e6d06f5a3722c,to=00000000;from=3E904000
2,46002.926,DEV->PC,mebius_service,,84,00000000,3E904000,9340dde3d2688839,to=00000000;from=3E904000
2,46152.683,DEV->PC,mebius_service,,4140,00000000,3E904000,91a8bd830814eb8c,to=00000000;from=3E904000
2,46302.613,DEV->PC,mebius_service,,4140,00000000,3E904000,c25bcb9c63fe8160,to=00000000;from=3E904000
2,46452.667,DEV->PC,mebius_service,,4140,00000000,3E904000,1dc8bbf1f304f75a,to=00000000;from=3E904000
2,46602.682,DEV->PC,mebius_service,,4140,00000000,3E904000,af80eb8f25d416a1,to=00000000;from=3E904000
2,46688.311,DEV->PC,mebius_service,,84,00000000,3E904000,dc39f2c012caf347,to=00000000;from=3E904000
2,46752.662,DEV->PC,mebius_service,,4140,00000000,3E904000,958eb97621314d04,to=00000000;from=3E904000
2,46902.674,DEV->PC,mebius_service,,4140,00000000,3E904000,936af366f773d6ea,to=00000000;from=3E904000
2,47002.58,DEV->PC,mebius_service,,84,00000000,3E904000,8810b9e85209be8e,to=00000000;from=3E904000
2,47052.67,DEV->PC,mebius_service,,4140,00000000,3E904000,8b713064da363ae3,to=00000000;from=3E904000
2,47202.684,DEV->PC,mebius_service,,4140,00000000,3E904000,50e688aa88b26861,to=00000000;from=3E904000
2,47352.656,DEV->PC,mebius_service,,4140,00000000,3E904000,0e8267c830095341,to=00000000;from=3E904000
2,47502.672,DEV->PC,mebius_service,,4140,00000000,3E904000,588b394d3cf817a7,to=00000000;from=3E904000
2,47652.677,DEV->PC,mebius_service,,4140,00000000,3E904000,5f7614f230e3b588,to=00000000;from=3E904000
2,47688.339,DEV->PC,mebius_service,,84,00000000,3E904000,ed2c6e581d0b1b64,to=00000000;from=3E904000
2,47802.615,DEV->PC,mebius_service,,4140,00000000,3E904000,7174a529b31f8870,to=00000000;from=3E904000
2,47952.648,DEV->PC,mebius_service,,4140,00000000,3E904000,d32d541dea659d86,to=00000000;from=3E904000
2,48002.575,DEV->PC,mebius_service,,84,00000000,3E904000,7d2f1e99826f9d2a,to=00000000;from=3E904000
2,48102.752,DEV->PC,mebius_service,,4140,00000000,3E904000,02081d8388dc88ab,to=00000000;from=3E904000
2,48252.669,DEV->PC,mebius_service,,4140,00000000,3E904000,42f3a87ad2d7af1a,to=00000000;from=3E904000
2,48402.668,DEV->PC,mebius_service,,4140,00000000,3E904000,ae4e9243f05bbf59,to=00000000;from=3E904000
2,48552.652,DEV->PC,mebius_service,,4140,00000000,3E904000,bead6250201ebc7c,to=00000000;from=3E904000
2,48688.556,DEV->PC,mebius_service,,84,00000000,3E904000,420b169cec0ff4ea,to=00000000;from=3E904000
2,48702.635,DEV->PC,mebius_service,,4140,00000000,3E904000,7f639e2fd53c66bf,to=00000000;from=3E904000
2,48852.596,DEV->PC,mebius_service,,4140,00000000,3E904000,73204cc01e0428c1,to=00000000;from=3E904000
2,49002.692,DEV->PC,mebius_service,,4140,00000000,3E904000,ece07cfcf8445970,to=00000000;from=3E904000
2,49002.859,DEV->PC,mebius_service,,84,00000000,3E904000,f0bdbfda1ba14f4c,to=00000000;from=3E904000
2,49152.629,DEV->PC,mebius_service,,4140,00000000,3E904000,1c97126d8fb773ef,to=00000000;from=3E904000
2,49302.668,DEV->PC,mebius_service,,4140,00000000,3E904000,b0aefc5893a15e3c,to=00000000;from=3E904000
2,49452.645,DEV->PC,mebius_service,,4140,00000000,3E904000,d9dedb753789ee8f,to=00000000;from=3E904000
2,49602.665,DEV->PC,mebius_service,,4140,00000000,3E904000,74a9e3be5892cb9e,to=00000000;from=3E904000
2,49687.655,DEV->PC,mebius_service,,84,00000000,3E904000,51f4717a599b8e2b,to=00000000;from=3E904000
2,49752.619,DEV->PC,mebius_service,,4140,00000000,3E904000,34a06a13036f7a0f,to=00000000;from=3E904000
2,49902.648,DEV->PC,mebius_service,,4140,00000000,3E904000,69f9f2ec59de6d4d,to=00000000;from=3E904000
2,50002.591,DEV->PC,mebius_service,,84,00000000,3E904000,f65061638e8115cd,to=00000000;from=3E904000
2,50052.614,DEV->PC,mebius_service,,4140,00000000,3E904000,e1628f9b71155775,to=00000000;from=3E904000
2,50202.632,DEV->PC,mebius_service,,4140,00000000,3E904000,dfec5514176a8322,to=00000000;from=3E904000
2,50352.597,DEV->PC,mebius_service,,4140,00000000,3E904000,ecad93eed05fa450,to=00000000;from=3E904000
2,50502.644,DEV->PC,mebius_service,,4140,00000000,3E904000,a8e27b842cd74bda,to=00000000;from=3E904000
2,50652.638,DEV->PC,mebius_service,,4140,00000000,3E904000,0bb4f68c721c3aa6,to=00000000;from=3E904000
2,50688.789,DEV->PC,mebius_service,,84,00000000,3E904000,3d408cd9918076d6,to=00000000;from=3E904000
2,50802.579,DEV->PC,mebius_service,,4140,00000000,3E904000,26e6a4e148ec850a,to=00000000;from=3E904000
2,50952.598,DEV->PC,mebius_service,,4140,00000000,3E904000,dd31379205db72c0,to=00000000;from=3E904000
2,50953.732,PC->DEV,stop,stop,28,0C904000,096A7050,831bda98704982da,to=0C904000;from=096A7050
2,50955.708,DEV->PC,mebius_service,,32,00000000,0C904000,68026f02ed6191d7,to=00000000;from=0C904000
2,55923.621,DEV->PC,tcp_keepalive_probe,,0,,,,TCP probe: seq=SND.NXT-1
2,60923.617,DEV->PC,tcp_keepalive_probe,,0,,,,TCP probe: seq=SND.NXT-1
2,61938.906,TCP,disconnect,,0,,,,
2,61939.542,TCP,disconnect,,0,,,,
