# MIC-185 192.168.9.155:4000; packets=472
# idx  relative    delta direction flags      seq        ack        payload wire
   359  14953.145    0.008 PC->DEV ACK        3419068218 3396192573       0    54
   360  14953.250    0.105 DEV->PC ACK|PSH    3396192573 3419068218    1220  1274
   361  15001.023   47.773 DEV->PC ACK|PSH    3396193793 3419068218      84   138
   362  15001.123    0.100 PC->DEV ACK        3419068218 3396193877       0    54
   363  15103.032  101.909 DEV->PC ACK        3396193877 3419068218    1460  1514
   364  15103.155    0.123 DEV->PC ACK        3396195337 3419068218    1460  1514
   365  15103.159    0.004 PC->DEV ACK        3419068218 3396196797       0    54
   366  15103.250    0.091 DEV->PC ACK|PSH    3396196797 3419068218    1220  1274
   367  15144.954   41.704 PC->DEV ACK        3419068218 3396198017       0    54
   368  15203.056   58.102 DEV->PC ACK|PSH    3396198017 3419068218      84   138
   369  15252.718   49.662 PC->DEV ACK        3419068218 3396198101       0    54
   370  15253.041    0.323 DEV->PC ACK        3396198101 3419068218    1460  1514
   371  15253.125    0.084 DEV->PC ACK        3396199561 3419068218    1460  1514
   372  15253.142    0.017 PC->DEV ACK        3419068218 3396201021       0    54
   373  15253.275    0.133 DEV->PC ACK|PSH    3396201021 3419068218    1220  1274
   374  15299.594   46.319 PC->DEV ACK        3419068218 3396202241       0    54
   375  15403.045  103.451 DEV->PC ACK        3396202241 3419068218    1460  1514
   376  15403.167    0.122 DEV->PC ACK        3396203701 3419068218    1460  1514
   377  15403.174    0.007 PC->DEV ACK        3419068218 3396205161       0    54
   378  15403.227    0.053 DEV->PC ACK|PSH    3396205161 3419068218    1220  1274
   379  15455.251   52.024 PC->DEV ACK        3419068218 3396206381       0    54
   380  15553.088   97.837 DEV->PC ACK        3396206381 3419068218    1460  1514
   381  15553.127    0.039 DEV->PC ACK        3396207841 3419068218    1460  1514
   382  15553.135    0.008 PC->DEV ACK        3419068218 3396209301       0    54
   383  15553.228    0.093 DEV->PC ACK|PSH    3396209301 3419068218    1220  1274
   384  15593.604   40.376 PC->DEV ACK        3419068218 3396210521       0    54
   385  15703.070  109.466 DEV->PC ACK        3396210521 3419068218    1460  1514
   386  15703.192    0.122 DEV->PC ACK        3396211981 3419068218    1460  1514
   387  15703.201    0.009 PC->DEV ACK        3419068218 3396213441       0    54
   388  15703.251    0.050 DEV->PC ACK|PSH    3396213441 3419068218    1220  1274
   389  15749.622   46.371 PC->DEV ACK        3419068218 3396214661       0    54
   390  15853.036  103.414 DEV->PC ACK        3396214661 3419068218    1460  1514
   391  15853.202    0.166 DEV->PC ACK        3396216121 3419068218    1460  1514
   392  15853.215    0.013 PC->DEV ACK        3419068218 3396217581       0    54
   393  15853.273    0.058 DEV->PC ACK|PSH    3396217581 3419068218    1220  1274
   394  15904.610   51.337 PC->DEV ACK        3419068218 3396218801       0    54
   395  16003.124   98.514 DEV->PC ACK        3396218801 3419068218    1460  1514
   396  16003.209    0.085 DEV->PC ACK        3396220261 3419068218    1460  1514
   397  16003.227    0.018 PC->DEV ACK        3419068218 3396221721       0    54
   398  16003.285    0.058 DEV->PC ACK|PSH    3396221721 3419068218    1220  1274
   399  16003.285    0.000 DEV->PC ACK|PSH    3396222941 3419068218      84   138
   400  16003.298    0.013 PC->DEV ACK        3419068218 3396223025       0    54
   401  16153.060  149.762 DEV->PC ACK        3396223025 3419068218    1460  1514
   402  16153.128    0.068 DEV->PC ACK        3396224485 3419068218    1460  1514
   403  16153.135    0.007 PC->DEV ACK        3419068218 3396225945       0    54
   404  16153.274    0.139 DEV->PC ACK|PSH    3396225945 3419068218    1220  1274
   405  16199.800   46.526 PC->DEV ACK        3419068218 3396227165       0    54
   406  16203.052    3.252 DEV->PC ACK|PSH    3396227165 3419068218      84   138
   407  16246.653   43.601 PC->DEV ACK        3419068218 3396227249       0    54
   408  16303.081   56.428 DEV->PC ACK        3396227249 3419068218    1460  1514
   409  16303.142    0.061 DEV->PC ACK        3396228709 3419068218    1460  1514
   410  16303.149    0.007 PC->DEV ACK        3419068218 3396230169       0    54
   411  16303.259    0.110 DEV->PC ACK|PSH    3396230169 3419068218    1220  1274
   412  16355.539   52.280 PC->DEV ACK        3419068218 3396231389       0    54
   413  16453.126   97.587 DEV->PC ACK        3396231389 3419068218    1460  1514
   414  16453.280    0.154 DEV->PC ACK        3396232849 3419068218    1460  1514
   415  16453.281    0.001 DEV->PC ACK|PSH    3396234309 3419068218    1220  1274
   416  16453.325    0.044 PC->DEV ACK        3419068218 3396235529       0    54
   417  16603.064  149.739 DEV->PC ACK        3396235529 3419068218    1460  1514
   418  16603.142    0.078 DEV->PC ACK        3396236989 3419068218    1460  1514
   419  16603.158    0.016 PC->DEV ACK        3419068218 3396238449       0    54
   420  16603.274    0.116 DEV->PC ACK|PSH    3396238449 3419068218    1220  1274
   421  16650.064   46.790 PC->DEV ACK        3419068218 3396239669       0    54
   422  16752.985  102.921 DEV->PC ACK        3396239669 3419068218    1460  1514
   423  16753.062    0.077 DEV->PC ACK        3396241129 3419068218    1460  1514
   424  16753.065    0.003 PC->DEV ACK        3419068218 3396242589       0    54
   425  16753.168    0.103 DEV->PC ACK|PSH    3396242589 3419068218    1220  1274
   426  16806.593   53.425 PC->DEV ACK        3419068218 3396243809       0    54
   427  16903.107   96.514 DEV->PC ACK        3396243809 3419068218    1460  1514
   428  16903.147    0.040 DEV->PC ACK        3396245269 3419068218    1460  1514
   429  16903.157    0.010 PC->DEV ACK        3419068218 3396246729       0    54
   430  16903.257    0.100 DEV->PC ACK|PSH    3396246729 3419068218    1220  1274
   431  16945.607   42.350 PC->DEV ACK        3419068218 3396247949       0    54
   432  17002.250   56.643 DEV->PC ACK|PSH    3396247949 3419068218      84   138
   433  17053.101   50.851 DEV->PC ACK        3396248033 3419068218    1460  1514
   434  17053.129    0.028 PC->DEV ACK        3419068218 3396249493       0    54
   435  17053.187    0.058 DEV->PC ACK        3396249493 3419068218    1460  1514
   436  17053.187    0.000 DEV->PC ACK|PSH    3396250953 3419068218    1220  1274
   437  17053.195    0.008 PC->DEV ACK        3419068218 3396252173       0    54
   438  17203.115  149.920 DEV->PC ACK        3396252173 3419068218    1460  1514
   439  17203.184    0.069 DEV->PC ACK        3396253633 3419068218    1460  1514
   440  17203.193    0.009 PC->DEV ACK        3419068218 3396255093       0    54
   441  17203.330    0.137 DEV->PC ACK|PSH    3396255093 3419068218    1220  1274
   442  17203.331    0.001 DEV->PC ACK|PSH    3396256313 3419068218      84   138
   443  17203.350    0.019 PC->DEV ACK        3419068218 3396256397       0    54
   444  17353.065  149.715 DEV->PC ACK        3396256397 3419068218    1460  1514
   445  17353.197    0.132 DEV->PC ACK        3396257857 3419068218    1460  1514
   446  17353.197    0.000 DEV->PC ACK|PSH    3396259317 3419068218    1220  1274
   447  17353.206    0.009 PC->DEV ACK        3419068218 3396260537       0    54
   448  17503.055  149.849 DEV->PC ACK        3396260537 3419068218    1460  1514
   449  17503.131    0.076 DEV->PC ACK        3396261997 3419068218    1460  1514
   450  17503.147    0.016 PC->DEV ACK        3419068218 3396263457       0    54
   451  17503.274    0.127 DEV->PC ACK|PSH    3396263457 3419068218    1220  1274
   452  17547.474   44.200 PC->DEV ACK        3419068218 3396264677       0    54
   453  17653.103  105.629 DEV->PC ACK        3396264677 3419068218    1460  1514
   454  17653.223    0.120 DEV->PC ACK        3396266137 3419068218    1460  1514
   455  17653.224    0.001 DEV->PC ACK|PSH    3396267597 3419068218    1220  1274
   456  17653.258    0.034 PC->DEV ACK        3419068218 3396268817       0    54
   457  17803.111  149.853 DEV->PC ACK        3396268817 3419068218    1460  1514
   458  17803.234    0.123 DEV->PC ACK        3396270277 3419068218    1460  1514
   459  17803.235    0.001 DEV->PC ACK|PSH    3396271737 3419068218    1220  1274
   460  17803.276    0.041 PC->DEV ACK        3419068218 3396272957       0    54
   461  17903.212   99.936 PC->DEV ACK|PSH    3419068218 3396272957      28    82
   462  17903.499    0.287 DEV->PC ACK        3396272957 3419068246       0    64
   463  17905.171    1.672 DEV->PC ACK|PSH    3396272957 3419068246      32    86
   464  17948.882   43.711 PC->DEV ACK        3419068246 3396272989       0    54
   465  22899.037 4950.155 DEV->PC ACK        3396272988 3419068246       0    64
   466  22899.095    0.058 PC->DEV ACK        3419068246 3396272989       0    54
   467  22920.417   21.322 PC->DEV ACK        3419068245 3396272989       1    55
   468  22920.673    0.256 DEV->PC ACK        3396272989 3419068246       0    64
   469  24971.355 2050.682 PC->DEV ACK|FIN    3419068246 3396272989       0    54
   470  24971.701    0.346 DEV->PC ACK        3396272989 3419068247       0    64
   471  24972.062    0.361 DEV->PC ACK|FIN    3396272989 3419068247       0    64
   472  24972.152    0.090 PC->DEV ACK        3419068247 3396272990       0    54
