index,time_iso,relative_ms,delta_ms,direction,src_ip,src_port,dst_ip,dst_port,wire_len,captured_len,ip_len,seq,ack,flags,tcp_payload_len,payload_hex,section,interface_id
1,2026-08-13T09:59:42.963794+03:00,0.0,0.0,PC->DEV,192.168.3.65,53150,192.168.9.155,4000,66,66,52,533001894,0,SYN,0,,1,0
2,2026-08-13T09:59:42.965729+03:00,1.935,1.935,DEV->PC,192.168.9.155,4000,192.168.3.65,53150,64,64,44,4169042432,533001895,ACK|SYN,0,,1,0
3,2026-08-13T09:59:42.965775+03:00,1.981,0.046,PC->DEV,192.168.3.65,53150,192.168.9.155,4000,54,54,40,533001895,4169042433,ACK,0,,1,0
4,2026-08-13T09:59:42.967116+03:00,3.322,1.341,PC->DEV,192.168.3.65,53150,192.168.9.155,4000,86,86,72,533001895,4169042433,ACK|PSH,32,FE CA A0 A0 1C 00 00 00 00 40 90 0C 78 7C 86 09 9A F6 B6 A5 0C F1 0C F1 04 00 01 00 00 00 00 00,1,0
5,2026-08-13T09:59:42.967407+03:00,3.613,0.291,DEV->PC,192.168.9.155,4000,192.168.3.65,53150,64,64,40,4169042433,533001927,ACK,0,,1,0
6,2026-08-13T09:59:42.997630+03:00,33.836,30.223,DEV->PC,192.168.9.155,4000,192.168.3.65,53150,94,94,80,4169042433,533001927,ACK|PSH,40,FE CA A0 A0 28 00 00 00 00 00 00 00 00 40 90 0C D6 8A 30 AC 00 00 00 00 04 00 01 00 06 18 40 01 79 9C 02 A7 40 00 00 00,1,0
7,2026-08-13T09:59:43.009112+03:00,45.318,11.482,PC->DEV,192.168.3.65,53150,192.168.9.155,4000,86,86,72,533001927,4169042473,ACK|PSH,32,FE CA A0 A0 1C 00 00 00 00 40 90 0C 78 7C 86 09 9A F6 B6 A5 0C F1 0C F1 54 00 01 00 00 00 00 00,1,0
8,2026-08-13T09:59:43.009578+03:00,45.784,0.466,DEV->PC,192.168.9.155,4000,192.168.3.65,53150,64,64,40,4169042473,533001959,ACK,0,,1,0
9,2026-08-13T09:59:43.011364+03:00,47.57,1.786,DEV->PC,192.168.9.155,4000,192.168.3.65,53150,106,106,92,4169042473,533001959,ACK|PSH,52,FE CA A0 A0 34 00 00 00 00 00 00 00 00 40 90 0C CA 8A 30 AC 20 2A 34 C2 54 00 01 00 9B 09 A8 C0 00 F0 FF FF A0 0F 00 00 EF 85 5E AA 00 1B C5 01 1F 7A 02 C2,1,0
10,2026-08-13T09:59:43.054459+03:00,90.665,43.095,PC->DEV,192.168.3.65,53150,192.168.9.155,4000,54,54,40,533001959,4169042525,ACK,0,,1,0
11,2026-08-13T09:59:43.058832+03:00,95.038,4.373,PC->DEV,192.168.3.65,53150,192.168.9.155,4000,94,94,80,533001959,4169042525,ACK|PSH,40,FE CA A0 A0 28 00 00 00 00 40 90 0C 78 7C 86 09 AE F6 B6 A5 0C F1 0C F1 34 00 01 00 00 00 00 00 40 00 00 00 08 00 02 00,1,0
