connection,relative_ms,direction,event,ioctl,packet_size,id_to,id_from,sha256,detail
1,0.0,TCP,connect,,0,,,,
1,176.795,PC->DEV,service,call_command,41,0C904000,09867C78,41cddb8d24e0c377,to=0C904000;from=09867C78
1,178.169,DEV->PC,mebius_service,,124,00000000,0C904000,db187463809fe9a2,to=00000000;from=0C904000
1,178.375,PC->DEV,service,call_command,41,0C904000,09867C78,980ea2542b0c3e9b,to=0C904000;from=09867C78
1,179.744,DEV->PC,mebius_service,,124,00000000,0C904000,81bb97bba93ddf53,to=00000000;from=0C904000
1,179.937,PC->DEV,service,call_command,41,0C904000,09867C78,23c8cc36dc5fe884,to=0C904000;from=09867C78
1,181.313,DEV->PC,mebius_service,,124,00000000,0C904000,cec263afb0555a76,to=00000000;from=0C904000
1,181.404,PC->DEV,service,call_command,41,0C904000,09867C78,f18525d10196681c,to=0C904000;from=09867C78
1,182.815,DEV->PC,mebius_service,,124,00000000,0C904000,e56b0db21d6b6362,to=00000000;from=0C904000
1,182.944,PC->DEV,service,call_command,41,0C904000,09867C78,518335c6ebc08e18,to=0C904000;from=09867C78
1,184.303,DEV->PC,mebius_service,,124,00000000,0C904000,a1f57b34a9cbd9c7,to=00000000;from=0C904000
1,184.49,PC->DEV,service,call_command,41,0C904000,09867C78,42a11360cdd58905,to=0C904000;from=09867C78
1,185.843,DEV->PC,mebius_service,,124,00000000,0C904000,d2b2e6ebb60946d4,to=00000000;from=0C904000
1,185.989,PC->DEV,service,call_command,41,0C904000,09867C78,8f502780a0390fe3,to=0C904000;from=09867C78
1,187.389,DEV->PC,mebius_service,,124,00000000,0C904000,b3dd57cedf5bd863,to=00000000;from=0C904000
1,187.591,PC->DEV,service,call_command,41,0C904000,09867C78,f47a4b9b9ab79c4f,to=0C904000;from=09867C78
1,189.042,DEV->PC,mebius_service,,124,00000000,0C904000,c1567b6ac41d9055,to=00000000;from=0C904000
1,189.241,PC->DEV,service,call_command,41,0C904000,09867C78,9c010d82399aceba,to=0C904000;from=09867C78
1,190.682,DEV->PC,mebius_service,,124,00000000,0C904000,12da9004b70ce343,to=00000000;from=0C904000
1,190.799,PC->DEV,service,call_command,41,0C904000,09867C78,3bfbcfc7405d4c84,to=0C904000;from=09867C78
1,192.165,DEV->PC,mebius_service,,124,00000000,0C904000,e1c7b8615d634d5d,to=00000000;from=0C904000
1,192.36,PC->DEV,service,call_command,41,0C904000,09867C78,87936406f2c1c2da,to=0C904000;from=09867C78
1,193.752,DEV->PC,mebius_service,,124,00000000,0C904000,e97a1a746f1f14a2,to=00000000;from=0C904000
1,193.948,PC->DEV,service,call_command,41,0C904000,09867C78,b54b0701182126d1,to=0C904000;from=09867C78
1,195.329,DEV->PC,mebius_service,,124,00000000,0C904000,ef076526b3d96b8e,to=00000000;from=0C904000
1,195.514,PC->DEV,service,call_command,41,0C904000,09867C78,5bcb4a3c2e0dd542,to=0C904000;from=09867C78
1,196.879,DEV->PC,mebius_service,,124,00000000,0C904000,44e9d5a82fe69696,to=00000000;from=0C904000
1,196.987,PC->DEV,service,call_command,41,0C904000,09867C78,94808c28c7bbfbc2,to=0C904000;from=09867C78
1,198.375,DEV->PC,mebius_service,,124,00000000,0C904000,f931acfef2160bfa,to=00000000;from=0C904000
1,198.499,PC->DEV,service,call_command,41,0C904000,09867C78,d20ec4e6561399e6,to=0C904000;from=09867C78
1,199.873,DEV->PC,mebius_service,,124,00000000,0C904000,fd53de364125afe8,to=00000000;from=0C904000
1,200.057,PC->DEV,service,call_command,41,0C904000,09867C78,a28f2ee362a6d22a,to=0C904000;from=09867C78
1,201.41,DEV->PC,mebius_service,,124,00000000,0C904000,1a7192ba192327fb,to=00000000;from=0C904000
1,201.512,PC->DEV,service,call_command,41,0C904000,09867C78,965172fc58832d38,to=0C904000;from=09867C78
1,202.902,DEV->PC,mebius_service,,124,00000000,0C904000,c538025a8be608f7,to=00000000;from=0C904000
1,203.065,PC->DEV,service,call_command,41,0C904000,09867C78,2ee82cb54958c7b4,to=0C904000;from=09867C78
1,204.432,DEV->PC,mebius_service,,124,00000000,0C904000,a8255cf553ecfee4,to=00000000;from=0C904000
1,204.622,PC->DEV,service,call_command,41,0C904000,09867C78,990be6c7ef5afdf3,to=0C904000;from=09867C78
1,206.025,DEV->PC,mebius_service,,124,00000000,0C904000,db5b6af11862fe7c,to=00000000;from=0C904000
1,206.212,PC->DEV,service,call_command,41,0C904000,09867C78,42cadddc61cecf01,to=0C904000;from=09867C78
1,207.683,DEV->PC,mebius_service,,124,00000000,0C904000,305b321607aac88a,to=00000000;from=0C904000
1,207.828,PC->DEV,service,call_command,41,0C904000,09867C78,304e0e460063416c,to=0C904000;from=09867C78
1,209.159,DEV->PC,mebius_service,,124,00000000,0C904000,0acde316deb18544,to=00000000;from=0C904000
1,209.284,PC->DEV,service,call_command,41,0C904000,09867C78,6551bb17634989d5,to=0C904000;from=09867C78
1,210.653,DEV->PC,mebius_service,,124,00000000,0C904000,6378ca05507f3fb2,to=00000000;from=0C904000
1,210.804,PC->DEV,service,call_command,41,0C904000,09867C78,91681358912064b8,to=0C904000;from=09867C78
1,212.223,DEV->PC,mebius_service,,124,00000000,0C904000,83bd067e30a958ee,to=00000000;from=0C904000
1,212.34,PC->DEV,service,call_command,41,0C904000,09867C78,631ab1a7b6993a28,to=0C904000;from=09867C78
1,213.707,DEV->PC,mebius_service,,124,00000000,0C904000,eb98a16eec84f8a8,to=00000000;from=0C904000
1,213.886,PC->DEV,service,call_command,41,0C904000,09867C78,94e0deefd6f040a1,to=0C904000;from=09867C78
1,215.28,DEV->PC,mebius_service,,124,00000000,0C904000,e896f6da7bd42c2d,to=00000000;from=0C904000
1,215.426,PC->DEV,service,call_command,41,0C904000,09867C78,d283da387f343adf,to=0C904000;from=09867C78
1,216.794,DEV->PC,mebius_service,,124,00000000,0C904000,ef02f86b63ceabc6,to=00000000;from=0C904000
1,216.889,PC->DEV,service,call_command,41,0C904000,09867C78,6384604ff24073d7,to=0C904000;from=09867C78
1,218.268,DEV->PC,mebius_service,,124,00000000,0C904000,c54fdf8abf312fe6,to=00000000;from=0C904000
1,218.398,PC->DEV,service,call_command,41,0C904000,09867C78,1669232be8cc647e,to=0C904000;from=09867C78
1,219.778,DEV->PC,mebius_service,,124,00000000,0C904000,587ea4ef27837137,to=00000000;from=0C904000
1,219.916,PC->DEV,service,call_command,41,0C904000,09867C78,750cc1a735c74301,to=0C904000;from=09867C78
1,221.254,DEV->PC,mebius_service,,124,00000000,0C904000,85e902ab0f8e7fe4,to=00000000;from=0C904000
1,221.398,PC->DEV,service,call_command,41,0C904000,09867C78,3cfffe8eff063bae,to=0C904000;from=09867C78
1,222.738,DEV->PC,mebius_service,,124,00000000,0C904000,ef1b3eb448be3f61,to=00000000;from=0C904000
1,222.89,PC->DEV,service,call_command,41,0C904000,09867C78,e8011ed48403cf50,to=0C904000;from=09867C78
1,224.255,DEV->PC,mebius_service,,124,00000000,0C904000,7384ef42b1c7f80b,to=00000000;from=0C904000
1,224.487,PC->DEV,service,call_command,41,0C904000,09867C78,f911161abe90850f,to=0C904000;from=09867C78
1,226.01,DEV->PC,mebius_service,,124,00000000,0C904000,93b6674a25a956dd,to=00000000;from=0C904000
1,226.215,PC->DEV,service,call_command,41,0C904000,09867C78,d59b6099b89662d7,to=0C904000;from=09867C78
1,227.652,DEV->PC,mebius_service,,124,00000000,0C904000,f24ec7d6f60e7f5d,to=00000000;from=0C904000
1,227.809,PC->DEV,service,call_command,40,0C904000,09867C78,c9b47297532b8a53,to=0C904000;from=09867C78
1,229.318,DEV->PC,mebius_service,,52,00000000,0C904000,b7e3553fe81add48,to=00000000;from=0C904000
1,231.614,PC->DEV,service,call_command,41,0C904000,09867C78,1e2523b5955b3aba,to=0C904000;from=09867C78
1,233.071,DEV->PC,mebius_service,,44,00000000,0C904000,abf117cfffc9d96f,to=00000000;from=0C904000
1,233.148,PC->DEV,service,call_command,41,0C904000,09867C78,3d8d768a84883167,to=0C904000;from=09867C78
1,234.554,DEV->PC,mebius_service,,44,00000000,0C904000,f8d6ba2831deb0ae,to=00000000;from=0C904000
1,234.616,PC->DEV,service,call_command,41,0C904000,09867C78,40f3de239d25c46c,to=0C904000;from=09867C78
1,235.932,DEV->PC,mebius_service,,44,00000000,0C904000,b19c3880f2cc6260,to=00000000;from=0C904000
1,236.003,PC->DEV,service,call_command,41,0C904000,09867C78,0685df4131bf27d3,to=0C904000;from=09867C78
1,237.391,DEV->PC,mebius_service,,44,00000000,0C904000,5b1161a0b847a0d0,to=00000000;from=0C904000
1,237.455,PC->DEV,service,call_command,41,0C904000,09867C78,75048b36a578676b,to=0C904000;from=09867C78
1,238.782,DEV->PC,mebius_service,,40,00000000,0C904000,4fd5a292e5008827,to=00000000;from=0C904000
1,239.043,PC->DEV,service,call_command,44,0C904000,09867C78,00b0dffecd80444d,to=0C904000;from=09867C78
1,240.38,DEV->PC,mebius_service,,36,00000000,0C904000,11388244a9e3af31,to=00000000;from=0C904000
1,248.173,DEV->PC,mebius_service,,32,00000000,0C904000,7587ed87bb12d72f,to=00000000;from=0C904000
1,248.335,PC->DEV,init,set_session,32,0C904000,09867C78,6d30824036b67bde,to=0C904000;from=09867C78
1,249.767,DEV->PC,mebius_service,,32,00000000,0C904000,6c36ae1de736c1d2,to=00000000;from=0C904000
1,249.901,PC->DEV,configure_apply,program,28,0C904000,09867C78,343dbb6e4eb3bf47,to=0C904000;from=09867C78
1,251.52,DEV->PC,mebius_service,,32,00000000,0C904000,4823627111b5cb97,to=00000000;from=0C904000
1,5225.337,DEV->PC,tcp_keepalive_probe,,0,,,,TCP probe: seq=SND.NXT-1
1,10225.367,DEV->PC,tcp_keepalive_probe,,0,,,,TCP probe: seq=SND.NXT-1
1,13154.441,TCP,disconnect,,0,,,,
2,13154.955,TCP,connect,,0,,,,
1,13155.017,TCP,disconnect,,0,,,,
2,13155.803,PC->DEV,alive_request,query_session,28,0C904000,09867C78,94bddb96b1d95cdd,to=0C904000;from=09867C78
2,13256.934,DEV->PC,mebius_service,,40,00000000,0C904000,a472945353e18d80,to=00000000;from=0C904000
2,13299.422,PC->DEV,alive_request,query_session,28,0C904000,09867C78,94bddb96b1d95cdd,to=0C904000;from=09867C78
2,13300.851,DEV->PC,mebius_service,,40,00000000,0C904000,a472945353e18d80,to=00000000;from=0C904000
2,15449.122,PC->DEV,alive_request,query_session,28,0C904000,09867C78,94bddb96b1d95cdd,to=0C904000;from=09867C78
2,15450.63,DEV->PC,mebius_service,,40,00000000,0C904000,a472945353e18d80,to=00000000;from=0C904000
2,16728.134,PC->DEV,start,start,28,0C904000,09867C78,fd174a2dbdb6af86,to=0C904000;from=09867C78
2,16729.918,DEV->PC,mebius_service,,84,00000000,3E904000,cc5dcd24b8075c3d,to=00000000;from=3E904000
2,16729.918,DEV->PC,mebius_service,,32,00000000,0C904000,c99e9cb97fed3778,to=00000000;from=0C904000
2,16873.378,DEV->PC,mebius_service,,84,00000000,3E904000,e294a5c54d53d4b4,to=00000000;from=3E904000
2,16879.734,DEV->PC,mebius_service,,4140,00000000,3E904000,1db0e230f340d182,to=00000000;from=3E904000
2,17029.68,DEV->PC,mebius_service,,4140,00000000,3E904000,8f08eb3b570b6226,to=00000000;from=3E904000
2,17179.611,DEV->PC,mebius_service,,4140,00000000,3E904000,0ed4fb10605ee1e9,to=00000000;from=3E904000
2,17329.553,DEV->PC,mebius_service,,4140,00000000,3E904000,d3945684910b58d0,to=00000000;from=3E904000
2,17479.627,DEV->PC,mebius_service,,4140,00000000,3E904000,346b6a13d1fc6fcc,to=00000000;from=3E904000
2,17629.59,DEV->PC,mebius_service,,4140,00000000,3E904000,db8c0f8763d2191b,to=00000000;from=3E904000
2,17729.409,DEV->PC,mebius_service,,84,00000000,3E904000,8c97ba6a0f22fe61,to=00000000;from=3E904000
2,17779.603,DEV->PC,mebius_service,,4140,00000000,3E904000,7a18bd54a36cf004,to=00000000;from=3E904000
2,17873.545,DEV->PC,mebius_service,,84,00000000,3E904000,68869f7abd5ff854,to=00000000;from=3E904000
2,17929.609,DEV->PC,mebius_service,,4140,00000000,3E904000,95f20f8b7ec52fa2,to=00000000;from=3E904000
2,18079.636,DEV->PC,mebius_service,,4140,00000000,3E904000,dd35bfb04449c75d,to=00000000;from=3E904000
2,18229.582,DEV->PC,mebius_service,,4140,00000000,3E904000,29af9d9fc70af85c,to=00000000;from=3E904000
2,18379.602,DEV->PC,mebius_service,,4140,00000000,3E904000,8143fa0ea70c835e,to=00000000;from=3E904000
2,18529.575,DEV->PC,mebius_service,,4140,00000000,3E904000,55ba048c0ab53724,to=00000000;from=3E904000
2,18679.606,DEV->PC,mebius_service,,4140,00000000,3E904000,df3b07c8ff6bcbd2,to=00000000;from=3E904000
2,18729.344,DEV->PC,mebius_service,,84,00000000,3E904000,499323694183c9f6,to=00000000;from=3E904000
2,18829.581,DEV->PC,mebius_service,,4140,00000000,3E904000,58204243a5e95b88,to=00000000;from=3E904000
2,18872.75,DEV->PC,mebius_service,,84,00000000,3E904000,81b25248641dabb1,to=00000000;from=3E904000
2,18979.586,DEV->PC,mebius_service,,4140,00000000,3E904000,a7fbb43dbbb8f677,to=00000000;from=3E904000
2,19129.565,DEV->PC,mebius_service,,4140,00000000,3E904000,e935300a11a60947,to=00000000;from=3E904000
2,19279.566,DEV->PC,mebius_service,,4140,00000000,3E904000,a746576b72ae1235,to=00000000;from=3E904000
2,19429.551,DEV->PC,mebius_service,,4140,00000000,3E904000,752daa80dbd36ff7,to=00000000;from=3E904000
2,19579.556,DEV->PC,mebius_service,,4140,00000000,3E904000,d680816db7ea7180,to=00000000;from=3E904000
2,19729.607,DEV->PC,mebius_service,,4140,00000000,3E904000,c31312ab802c6f6d,to=00000000;from=3E904000
2,19729.847,DEV->PC,mebius_service,,84,00000000,3E904000,f81443bb4d6f2a69,to=00000000;from=3E904000
2,19872.875,DEV->PC,mebius_service,,84,00000000,3E904000,c8d5b506e06cb316,to=00000000;from=3E904000
2,19879.548,DEV->PC,mebius_service,,4140,00000000,3E904000,777b3558fa97804d,to=00000000;from=3E904000
2,20029.554,DEV->PC,mebius_service,,4140,00000000,3E904000,5a5102a7b4bce5ca,to=00000000;from=3E904000
2,20179.577,DEV->PC,mebius_service,,4140,00000000,3E904000,8c1036a0bbae7c74,to=00000000;from=3E904000
2,20329.557,DEV->PC,mebius_service,,4140,00000000,3E904000,7f0db1230102d699,to=00000000;from=3E904000
2,20479.551,DEV->PC,mebius_service,,4140,00000000,3E904000,36ed6a311ab5e81e,to=00000000;from=3E904000
2,20629.535,DEV->PC,mebius_service,,4140,00000000,3E904000,5329d3e388fa86d1,to=00000000;from=3E904000
2,20729.342,DEV->PC,mebius_service,,84,00000000,3E904000,00ab6ae2ed4cc43a,to=00000000;from=3E904000
2,20779.526,DEV->PC,mebius_service,,4140,00000000,3E904000,dbb0b7f96bef3485,to=00000000;from=3E904000
2,20873.059,DEV->PC,mebius_service,,84,00000000,3E904000,b51548480fdffc5c,to=00000000;from=3E904000
2,20929.555,DEV->PC,mebius_service,,4140,00000000,3E904000,d48ab5d5f340334c,to=00000000;from=3E904000
2,21079.579,DEV->PC,mebius_service,,4140,00000000,3E904000,f9cb8223e9d6fd6a,to=00000000;from=3E904000
2,21229.55,DEV->PC,mebius_service,,4140,00000000,3E904000,785c707fa4e9d19e,to=00000000;from=3E904000
2,21379.56,DEV->PC,mebius_service,,4140,00000000,3E904000,8091866f88904a40,to=00000000;from=3E904000
2,21529.527,DEV->PC,mebius_service,,4140,00000000,3E904000,1675f8ca27b6bb2f,to=00000000;from=3E904000
2,21679.528,DEV->PC,mebius_service,,4140,00000000,3E904000,2c11e2a779a3857a,to=00000000;from=3E904000
2,21729.322,DEV->PC,mebius_service,,84,00000000,3E904000,7479bf9ce60b2246,to=00000000;from=3E904000
2,21829.516,DEV->PC,mebius_service,,4140,00000000,3E904000,689d036376c9b17a,to=00000000;from=3E904000
2,21874.044,DEV->PC,mebius_service,,84,00000000,3E904000,2c61ef71bc6eb05b,to=00000000;from=3E904000
2,21979.527,DEV->PC,mebius_service,,4140,00000000,3E904000,4fee2a5b108de89e,to=00000000;from=3E904000
2,22129.523,DEV->PC,mebius_service,,4140,00000000,3E904000,e43d0a62826287bf,to=00000000;from=3E904000
2,22279.551,DEV->PC,mebius_service,,4140,00000000,3E904000,65d7e2efe33c0af3,to=00000000;from=3E904000
2,22429.528,DEV->PC,mebius_service,,4140,00000000,3E904000,dee5a3f118c73eeb,to=00000000;from=3E904000
2,22579.542,DEV->PC,mebius_service,,4140,00000000,3E904000,a93408eb433181c9,to=00000000;from=3E904000
2,22729.57,DEV->PC,mebius_service,,4140,00000000,3E904000,46118299ce629889,to=00000000;from=3E904000
2,22729.737,DEV->PC,mebius_service,,84,00000000,3E904000,cdda19379dbe0b9d,to=00000000;from=3E904000
2,22874.162,DEV->PC,mebius_service,,84,00000000,3E904000,dd1cd68869e93c33,to=00000000;from=3E904000
2,22879.495,DEV->PC,mebius_service,,4140,00000000,3E904000,0d7e85e14dc408b8,to=00000000;from=3E904000
2,23029.489,DEV->PC,mebius_service,,4140,00000000,3E904000,5477660c6a1fdfab,to=00000000;from=3E904000
2,23179.515,DEV->PC,mebius_service,,4140,00000000,3E904000,b6306c51a1da478e,to=00000000;from=3E904000
2,23329.514,DEV->PC,mebius_service,,4140,00000000,3E904000,e77f3b15c2eead0c,to=00000000;from=3E904000
2,23479.448,DEV->PC,mebius_service,,4140,00000000,3E904000,a3a7ee3c160f25a2,to=00000000;from=3E904000
2,23629.509,DEV->PC,mebius_service,,4140,00000000,3E904000,a264626128f4e6c5,to=00000000;from=3E904000
2,23729.345,DEV->PC,mebius_service,,84,00000000,3E904000,55c733b959aa2689,to=00000000;from=3E904000
2,23779.487,DEV->PC,mebius_service,,4140,00000000,3E904000,7f480192e61b7ca6,to=00000000;from=3E904000
2,23873.385,DEV->PC,mebius_service,,84,00000000,3E904000,4a2474c82842cc51,to=00000000;from=3E904000
2,23929.489,DEV->PC,mebius_service,,4140,00000000,3E904000,385b6c7e6055be8e,to=00000000;from=3E904000
2,24079.55,DEV->PC,mebius_service,,4140,00000000,3E904000,36f1fa0116dd60b1,to=00000000;from=3E904000
2,24229.495,DEV->PC,mebius_service,,4140,00000000,3E904000,16895bfb6ac5d85e,to=00000000;from=3E904000
2,24379.501,DEV->PC,mebius_service,,4140,00000000,3E904000,8b2c6a6345b2b172,to=00000000;from=3E904000
2,24529.483,DEV->PC,mebius_service,,4140,00000000,3E904000,844197022263b8d3,to=00000000;from=3E904000
2,24679.5,DEV->PC,mebius_service,,4140,00000000,3E904000,a1da8241835873c7,to=00000000;from=3E904000
2,24729.357,DEV->PC,mebius_service,,84,00000000,3E904000,a49780062ed8c092,to=00000000;from=3E904000
2,24829.502,DEV->PC,mebius_service,,4140,00000000,3E904000,ac35250c1c9b74f7,to=00000000;from=3E904000
2,24874.419,DEV->PC,mebius_service,,84,00000000,3E904000,f8823585135f5772,to=00000000;from=3E904000
2,24979.518,DEV->PC,mebius_service,,4140,00000000,3E904000,0724c5c79d3a0e6a,to=00000000;from=3E904000
2,25129.469,DEV->PC,mebius_service,,4140,00000000,3E904000,67c5a662df36c2d7,to=00000000;from=3E904000
2,25279.48,DEV->PC,mebius_service,,4140,00000000,3E904000,bc1bc840487f6e8d,to=00000000;from=3E904000
2,25429.466,DEV->PC,mebius_service,,4140,00000000,3E904000,be7a39f5fe6888d9,to=00000000;from=3E904000
