# MIC-185 192.168.9.155:4000; packets=1094
# idx  relative    delta direction flags      seq        ack        payload wire
   372  19579.724    0.051 DEV->PC ACK|PSH    4177632529 2477009158    1220  1274
   373  19621.338   41.614 PC->DEV ACK        2477009158 4177633749       0    54
   374  19729.607  108.269 DEV->PC ACK        4177633749 2477009158    1460  1514
   375  19729.846    0.239 DEV->PC ACK        4177635209 2477009158    1460  1514
   376  19729.847    0.001 DEV->PC ACK|PSH    4177636669 2477009158    1304  1358
   377  19730.009    0.162 PC->DEV ACK        2477009158 4177637973       0    54
   378  19872.875  142.866 DEV->PC ACK|PSH    4177637973 2477009158      84   138
   379  19879.548    6.673 DEV->PC ACK        4177638057 2477009158    1460  1514
   380  19879.590    0.042 PC->DEV ACK        2477009158 4177639517       0    54
   381  19879.674    0.084 DEV->PC ACK        4177639517 2477009158    1460  1514
   382  19879.735    0.061 DEV->PC ACK|PSH    4177640977 2477009158    1220  1274
   383  19879.910    0.175 PC->DEV ACK        2477009158 4177642197       0    54
   384  20029.554  149.644 DEV->PC ACK        4177642197 2477009158    1460  1514
   385  20029.663    0.109 DEV->PC ACK        4177643657 2477009158    1460  1514
   386  20029.670    0.007 PC->DEV ACK        2477009158 4177645117       0    54
   387  20029.737    0.067 DEV->PC ACK|PSH    4177645117 2477009158    1220  1274
   388  20071.763   42.026 PC->DEV ACK        2477009158 4177646337       0    54
   389  20179.577  107.814 DEV->PC ACK        4177646337 2477009158    1460  1514
   390  20179.697    0.120 DEV->PC ACK        4177647797 2477009158    1460  1514
   391  20179.711    0.014 PC->DEV ACK        2477009158 4177649257       0    54
   392  20179.778    0.067 DEV->PC ACK|PSH    4177649257 2477009158    1220  1274
   393  20226.586   46.808 PC->DEV ACK        2477009158 4177650477       0    54
   394  20329.557  102.971 DEV->PC ACK        4177650477 2477009158    1460  1514
   395  20329.665    0.108 DEV->PC ACK        4177651937 2477009158    1460  1514
   396  20329.680    0.015 PC->DEV ACK        2477009158 4177653397       0    54
   397  20329.726    0.046 DEV->PC ACK|PSH    4177653397 2477009158    1220  1274
   398  20381.276   51.550 PC->DEV ACK        2477009158 4177654617       0    54
   399  20479.551   98.275 DEV->PC ACK        4177654617 2477009158    1460  1514
   400  20479.667    0.116 DEV->PC ACK        4177656077 2477009158    1460  1514
   401  20479.685    0.018 PC->DEV ACK        2477009158 4177657537       0    54
   402  20479.745    0.060 DEV->PC ACK|PSH    4177657537 2477009158    1220  1274
   403  20534.644   54.899 PC->DEV ACK        2477009158 4177658757       0    54
   404  20629.535   94.891 DEV->PC ACK        4177658757 2477009158    1460  1514
   405  20629.639    0.104 DEV->PC ACK        4177660217 2477009158    1460  1514
   406  20629.655    0.016 PC->DEV ACK        2477009158 4177661677       0    54
   407  20629.700    0.045 DEV->PC ACK|PSH    4177661677 2477009158    1220  1274
   408  20672.400   42.700 PC->DEV ACK        2477009158 4177662897       0    54
   409  20729.342   56.942 DEV->PC ACK|PSH    4177662897 2477009158      84   138
   410  20779.526   50.184 DEV->PC ACK        4177662981 2477009158    1460  1514
   411  20779.745    0.219 PC->DEV ACK        2477009158 4177664441       0    54
   412  20779.773    0.028 DEV->PC ACK        4177664441 2477009158    1460  1514
   413  20779.774    0.001 DEV->PC ACK|PSH    4177665901 2477009158    1220  1274
   414  20779.956    0.182 PC->DEV ACK        2477009158 4177667121       0    54
   415  20873.059   93.103 DEV->PC ACK|PSH    4177667121 2477009158      84   138
   416  20921.595   48.536 PC->DEV ACK        2477009158 4177667205       0    54
   417  20929.555    7.960 DEV->PC ACK        4177667205 2477009158    1460  1514
   418  20929.657    0.102 DEV->PC ACK        4177668665 2477009158    1460  1514
   419  20929.674    0.017 PC->DEV ACK        2477009158 4177670125       0    54
   420  20929.719    0.045 DEV->PC ACK|PSH    4177670125 2477009158    1220  1274
   421  20982.910   53.191 PC->DEV ACK        2477009158 4177671345       0    54
   422  21079.579   96.669 DEV->PC ACK        4177671345 2477009158    1460  1514
   423  21079.681    0.102 DEV->PC ACK        4177672805 2477009158    1460  1514
   424  21079.690    0.009 PC->DEV ACK        2477009158 4177674265       0    54
   425  21079.742    0.052 DEV->PC ACK|PSH    4177674265 2477009158    1220  1274
   426  21122.894   43.152 PC->DEV ACK        2477009158 4177675485       0    54
   427  21229.550  106.656 DEV->PC ACK        4177675485 2477009158    1460  1514
   428  21229.654    0.104 DEV->PC ACK        4177676945 2477009158    1460  1514
   429  21229.670    0.016 PC->DEV ACK        2477009158 4177678405       0    54
   430  21229.715    0.045 DEV->PC ACK|PSH    4177678405 2477009158    1220  1274
   431  21277.105   47.390 PC->DEV ACK        2477009158 4177679625       0    54
   432  21379.560  102.455 DEV->PC ACK        4177679625 2477009158    1460  1514
   433  21379.670    0.110 DEV->PC ACK        4177681085 2477009158    1460  1514
   434  21379.685    0.015 PC->DEV ACK        2477009158 4177682545       0    54
   435  21379.730    0.045 DEV->PC ACK|PSH    4177682545 2477009158    1220  1274
   436  21431.778   52.048 PC->DEV ACK        2477009158 4177683765       0    54
   437  21529.527   97.749 DEV->PC ACK        4177683765 2477009158    1460  1514
   438  21529.632    0.105 DEV->PC ACK        4177685225 2477009158    1460  1514
   439  21529.646    0.014 PC->DEV ACK        2477009158 4177686685       0    54
   440  21529.700    0.054 DEV->PC ACK|PSH    4177686685 2477009158    1220  1274
   441  21569.753   40.053 PC->DEV ACK        2477009158 4177687905       0    54
   442  21679.528  109.775 DEV->PC ACK        4177687905 2477009158    1460  1514
   443  21679.638    0.110 DEV->PC ACK        4177689365 2477009158    1460  1514
   444  21679.653    0.015 PC->DEV ACK        2477009158 4177690825       0    54
   445  21679.700    0.047 DEV->PC ACK|PSH    4177690825 2477009158    1220  1274
   446  21723.557   43.857 PC->DEV ACK        2477009158 4177692045       0    54
   447  21729.322    5.765 DEV->PC ACK|PSH    4177692045 2477009158      84   138
   448  21784.879   55.557 PC->DEV ACK        2477009158 4177692129       0    54
   449  21829.516   44.637 DEV->PC ACK        4177692129 2477009158    1460  1514
   450  21829.624    0.108 DEV->PC ACK        4177693589 2477009158    1460  1514
   451  21829.639    0.015 PC->DEV ACK        2477009158 4177695049       0    54
   452  21829.693    0.054 DEV->PC ACK|PSH    4177695049 2477009158    1220  1274
   453  21874.044   44.351 DEV->PC ACK|PSH    4177696269 2477009158      84   138
   454  21875.137    1.093 PC->DEV ACK        2477009158 4177696353       0    54
   455  21979.527  104.390 DEV->PC ACK        4177696353 2477009158    1460  1514
   456  21979.630    0.103 DEV->PC ACK        4177697813 2477009158    1460  1514
   457  21979.646    0.016 PC->DEV ACK        2477009158 4177699273       0    54
   458  21979.708    0.062 DEV->PC ACK|PSH    4177699273 2477009158    1220  1274
   459  22031.122   51.414 PC->DEV ACK        2477009158 4177700493       0    54
   460  22129.523   98.401 DEV->PC ACK        4177700493 2477009158    1460  1514
   461  22129.629    0.106 DEV->PC ACK        4177701953 2477009158    1460  1514
   462  22129.646    0.017 PC->DEV ACK        2477009158 4177703413       0    54
   463  22129.689    0.043 DEV->PC ACK|PSH    4177703413 2477009158    1220  1274
   464  22172.359   42.670 PC->DEV ACK        2477009158 4177704633       0    54
   465  22279.551  107.192 DEV->PC ACK        4177704633 2477009158    1460  1514
   466  22279.658    0.107 DEV->PC ACK        4177706093 2477009158    1460  1514
   467  22279.662    0.004 PC->DEV ACK        2477009158 4177707553       0    54
   468  22279.721    0.059 DEV->PC ACK|PSH    4177707553 2477009158    1220  1274
   469  22326.480   46.759 PC->DEV ACK        2477009158 4177708773       0    54
   470  22429.528  103.048 DEV->PC ACK        4177708773 2477009158    1460  1514
   471  22429.634    0.106 DEV->PC ACK        4177710233 2477009158    1460  1514
   472  22429.649    0.015 PC->DEV ACK        2477009158 4177711693       0    54
   473  22429.695    0.046 DEV->PC ACK|PSH    4177711693 2477009158    1220  1274
   474  22480.162   50.467 PC->DEV ACK        2477009158 4177712913       0    54
   475  22579.542   99.380 DEV->PC ACK        4177712913 2477009158    1460  1514
   476  22579.657    0.115 DEV->PC ACK        4177714373 2477009158    1460  1514
   477  22579.673    0.016 PC->DEV ACK        2477009158 4177715833       0    54
   478  22579.720    0.047 DEV->PC ACK|PSH    4177715833 2477009158    1220  1274
   479  22634.544   54.824 PC->DEV ACK        2477009158 4177717053       0    54
   480  22729.570   95.026 DEV->PC ACK        4177717053 2477009158    1460  1514
   481  22729.674    0.104 DEV->PC ACK        4177718513 2477009158    1460  1514
   482  22729.691    0.017 PC->DEV ACK        2477009158 4177719973       0    54
   483  22729.736    0.045 DEV->PC ACK|PSH    4177719973 2477009158    1220  1274
   484  22729.737    0.001 DEV->PC ACK|PSH    4177721193 2477009158      84   138
   485  22729.931    0.194 PC->DEV ACK        2477009158 4177721277       0    54
   486  22874.162  144.231 DEV->PC ACK|PSH    4177721277 2477009158      84   138
   487  22879.495    5.333 DEV->PC ACK        4177721361 2477009158    1460  1514
   488  22879.512    0.017 PC->DEV ACK        2477009158 4177722821       0    54
   489  22879.625    0.113 DEV->PC ACK        4177722821 2477009158    1460  1514
   490  22879.749    0.124 DEV->PC ACK|PSH    4177724281 2477009158    1220  1274
   491  22879.906    0.157 PC->DEV ACK        2477009158 4177725501       0    54
   492  23029.489  149.583 DEV->PC ACK        4177725501 2477009158    1460  1514
   493  23029.586    0.097 DEV->PC ACK        4177726961 2477009158    1460  1514
   494  23029.593    0.007 PC->DEV ACK        2477009158 4177728421       0    54
   495  23029.648    0.055 DEV->PC ACK|PSH    4177728421 2477009158    1220  1274
   496  23079.171   49.523 PC->DEV ACK        2477009158 4177729641       0    54
   497  23179.515  100.344 DEV->PC ACK        4177729641 2477009158    1460  1514
   498  23179.622    0.107 DEV->PC ACK        4177731101 2477009158    1460  1514
   499  23179.638    0.016 PC->DEV ACK        2477009158 4177732561       0    54
   500  23179.683    0.045 DEV->PC ACK|PSH    4177732561 2477009158    1220  1274
   501  23233.205   53.522 PC->DEV ACK        2477009158 4177733781       0    54
   502  23329.514   96.309 DEV->PC ACK        4177733781 2477009158    1460  1514
   503  23329.619    0.105 DEV->PC ACK        4177735241 2477009158    1460  1514
   504  23329.629    0.010 PC->DEV ACK        2477009158 4177736701       0    54
   505  23329.681    0.052 DEV->PC ACK|PSH    4177736701 2477009158    1220  1274
   506  23372.025   42.344 PC->DEV ACK        2477009158 4177737921       0    54
   507  23479.448  107.423 DEV->PC ACK        4177737921 2477009158    1460  1514
   508  23479.651    0.203 DEV->PC ACK        4177739381 2477009158    1460  1514
   509  23479.660    0.009 PC->DEV ACK        2477009158 4177740841       0    54
   510  23479.678    0.018 DEV->PC ACK|PSH    4177740841 2477009158    1220  1274
   511  23527.178   47.500 PC->DEV ACK        2477009158 4177742061       0    54
   512  23629.509  102.331 DEV->PC ACK        4177742061 2477009158    1460  1514
   513  23629.703    0.194 DEV->PC ACK        4177743521 2477009158    1460  1514
   514  23629.704    0.001 DEV->PC ACK|PSH    4177744981 2477009158    1220  1274
   515  23629.819    0.115 PC->DEV ACK        2477009158 4177746201       0    54
   516  23729.345   99.526 DEV->PC ACK|PSH    4177746201 2477009158      84   138
   517  23774.947   45.602 PC->DEV ACK        2477009158 4177746285       0    54
   518  23779.487    4.540 DEV->PC ACK        4177746285 2477009158    1460  1514
   519  23779.594    0.107 DEV->PC ACK        4177747745 2477009158    1460  1514
   520  23779.612    0.018 PC->DEV ACK        2477009158 4177749205       0    54
   521  23779.672    0.060 DEV->PC ACK|PSH    4177749205 2477009158    1220  1274
   522  23822.077   42.405 PC->DEV ACK        2477009158 4177750425       0    54
   523  23873.385   51.308 DEV->PC ACK|PSH    4177750425 2477009158      84   138
   524  23915.586   42.201 PC->DEV ACK        2477009158 4177750509       0    54
   525  23929.489   13.903 DEV->PC ACK        4177750509 2477009158    1460  1514
   526  23929.586    0.097 DEV->PC ACK        4177751969 2477009158    1460  1514
   527  23929.593    0.007 PC->DEV ACK        2477009158 4177753429       0    54
   528  23929.658    0.065 DEV->PC ACK|PSH    4177753429 2477009158    1220  1274
   529  23977.357   47.699 PC->DEV ACK        2477009158 4177754649       0    54
   530  24079.550  102.193 DEV->PC ACK        4177754649 2477009158    1460  1514
   531  24079.707    0.157 DEV->PC ACK        4177756109 2477009158    1460  1514
   532  24079.708    0.001 DEV->PC ACK|PSH    4177757569 2477009158    1220  1274
   533  24080.032    0.324 PC->DEV ACK        2477009158 4177758789       0    54
   534  24229.495  149.463 DEV->PC ACK        4177758789 2477009158    1460  1514
   535  24229.601    0.106 DEV->PC ACK        4177760249 2477009158    1460  1514
   536  24229.616    0.015 PC->DEV ACK        2477009158 4177761709       0    54
   537  24229.661    0.045 DEV->PC ACK|PSH    4177761709 2477009158    1220  1274
   538  24270.655   40.994 PC->DEV ACK        2477009158 4177762929       0    54
   539  24379.501  108.846 DEV->PC ACK        4177762929 2477009158    1460  1514
   540  24379.606    0.105 DEV->PC ACK        4177764389 2477009158    1460  1514
   541  24379.622    0.016 PC->DEV ACK        2477009158 4177765849       0    54
   542  24379.682    0.060 DEV->PC ACK|PSH    4177765849 2477009158    1220  1274
   543  24424.817   45.135 PC->DEV ACK        2477009158 4177767069       0    54
   544  24529.483  104.666 DEV->PC ACK        4177767069 2477009158    1460  1514
   545  24529.587    0.104 DEV->PC ACK        4177768529 2477009158    1460  1514
   546  24529.602    0.015 PC->DEV ACK        2477009158 4177769989       0    54
   547  24529.648    0.046 DEV->PC ACK|PSH    4177769989 2477009158    1220  1274
   548  24580.110   50.462 PC->DEV ACK        2477009158 4177771209       0    54
   549  24679.500   99.390 DEV->PC ACK        4177771209 2477009158    1460  1514
   550  24679.606    0.106 DEV->PC ACK        4177772669 2477009158    1460  1514
   551  24679.623    0.017 PC->DEV ACK        2477009158 4177774129       0    54
   552  24679.683    0.060 DEV->PC ACK|PSH    4177774129 2477009158    1220  1274
   553  24729.357   49.674 DEV->PC ACK|PSH    4177775349 2477009158      84   138
   554  24729.601    0.244 PC->DEV ACK        2477009158 4177775433       0    54
   555  24829.502   99.901 DEV->PC ACK        4177775433 2477009158    1460  1514
   556  24829.596    0.094 DEV->PC ACK        4177776893 2477009158    1460  1514
   557  24829.600    0.004 PC->DEV ACK        2477009158 4177778353       0    54
   558  24829.671    0.071 DEV->PC ACK|PSH    4177778353 2477009158    1220  1274
   559  24871.428   41.757 PC->DEV ACK        2477009158 4177779573       0    54
   560  24874.419    2.991 DEV->PC ACK|PSH    4177779573 2477009158      84   138
   561  24917.439   43.020 PC->DEV ACK        2477009158 4177779657       0    54
   562  24979.518   62.079 DEV->PC ACK        4177779657 2477009158    1460  1514
   563  24979.653    0.135 DEV->PC ACK        4177781117 2477009158    1460  1514
   564  24979.654    0.001 DEV->PC ACK|PSH    4177782577 2477009158    1220  1274
   565  24979.951    0.297 PC->DEV ACK        2477009158 4177783797       0    54
   566  25129.469  149.518 DEV->PC ACK        4177783797 2477009158    1460  1514
   567  25129.571    0.102 DEV->PC ACK        4177785257 2477009158    1460  1514
   568  25129.587    0.016 PC->DEV ACK        2477009158 4177786717       0    54
   569  25129.632    0.045 DEV->PC ACK|PSH    4177786717 2477009158    1220  1274
   570  25179.243   49.611 PC->DEV ACK        2477009158 4177787937       0    54
   571  25279.480  100.237 DEV->PC ACK        4177787937 2477009158    1460  1514
   572  25279.588    0.108 DEV->PC ACK        4177789397 2477009158    1460  1514
   573  25279.606    0.018 PC->DEV ACK        2477009158 4177790857       0    54
   574  25279.667    0.061 DEV->PC ACK|PSH    4177790857 2477009158    1220  1274
   575  25334.294   54.627 PC->DEV ACK        2477009158 4177792077       0    54
   576  25429.466   95.172 DEV->PC ACK        4177792077 2477009158    1460  1514
   577  25429.570    0.104 DEV->PC ACK        4177793537 2477009158    1460  1514
   578  25429.586    0.016 PC->DEV ACK        2477009158 4177794997       0    54
   579  25429.632    0.046 DEV->PC ACK|PSH    4177794997 2477009158    1220  1274
   580  25474.095   44.463 PC->DEV ACK        2477009158 4177796217       0    54
   581  25579.476  105.381 DEV->PC ACK        4177796217 2477009158    1460  1514
   582  25579.585    0.109 DEV->PC ACK        4177797677 2477009158    1460  1514
   583  25579.606    0.021 PC->DEV ACK        2477009158 4177799137       0    54
   584  25579.668    0.062 DEV->PC ACK|PSH    4177799137 2477009158    1220  1274
   585  25627.326   47.658 PC->DEV ACK        2477009158 4177800357       0    54
   586  25729.524  102.198 DEV->PC ACK        4177800357 2477009158    1460  1514
   587  25729.628    0.104 DEV->PC ACK        4177801817 2477009158    1460  1514
   588  25729.646    0.018 PC->DEV ACK        2477009158 4177803277       0    54
   589  25729.690    0.044 DEV->PC ACK|PSH    4177803277 2477009158    1220  1274
   590  25729.691    0.001 DEV->PC ACK|PSH    4177804497 2477009158      84   138
   591  25729.894    0.203 PC->DEV ACK        2477009158 4177804581       0    54
   592  25874.619  144.725 DEV->PC ACK|PSH    4177804581 2477009158      84   138
   593  25879.470    4.851 DEV->PC ACK        4177804665 2477009158    1460  1514
   594  25879.525    0.055 PC->DEV ACK        2477009158 4177806125       0    54
   595  25879.574    0.049 DEV->PC ACK        4177806125 2477009158    1460  1514
   596  25879.632    0.058 DEV->PC ACK|PSH    4177807585 2477009158    1220  1274
   597  25879.859    0.227 PC->DEV ACK        2477009158 4177808805       0    54
   598  26029.462  149.603 DEV->PC ACK        4177808805 2477009158    1460  1514
   599  26029.568    0.106 DEV->PC ACK        4177810265 2477009158    1460  1514
   600  26029.612    0.044 PC->DEV ACK        2477009158 4177811725       0    54
   601  26029.654    0.042 DEV->PC ACK|PSH    4177811725 2477009158    1220  1274
   602  26074.072   44.418 PC->DEV ACK        2477009158 4177812945       0    54
   603  26179.461  105.389 DEV->PC ACK        4177812945 2477009158    1460  1514
   604  26179.583    0.122 DEV->PC ACK        4177814405 2477009158    1460  1514
   605  26179.602    0.019 PC->DEV ACK        2477009158 4177815865       0    54
   606  26179.650    0.048 DEV->PC ACK|PSH    4177815865 2477009158    1220  1274
   607  26228.672   49.022 PC->DEV ACK        2477009158 4177817085       0    54
   608  26329.441  100.769 DEV->PC ACK        4177817085 2477009158    1460  1514
   609  26329.537    0.096 DEV->PC ACK        4177818545 2477009158    1460  1514
   610  26329.545    0.008 PC->DEV ACK        2477009158 4177820005       0    54
   611  26329.609    0.064 DEV->PC ACK|PSH    4177820005 2477009158    1220  1274
   612  26384.162   54.553 PC->DEV ACK        2477009158 4177821225       0    54
   613  26479.442   95.280 DEV->PC ACK        4177821225 2477009158    1460  1514
   614  26479.547    0.105 DEV->PC ACK        4177822685 2477009158    1460  1514
   615  26479.562    0.015 PC->DEV ACK        2477009158 4177824145       0    54
   616  26479.608    0.046 DEV->PC ACK|PSH    4177824145 2477009158    1220  1274
   617  26522.945   43.337 PC->DEV ACK        2477009158 4177825365       0    54
   618  26629.442  106.497 DEV->PC ACK        4177825365 2477009158    1460  1514
   619  26629.545    0.103 DEV->PC ACK        4177826825 2477009158    1460  1514
   620  26629.556    0.011 PC->DEV ACK        2477009158 4177828285       0    54
   621  26629.606    0.050 DEV->PC ACK|PSH    4177828285 2477009158    1220  1274
   622  26676.591   46.985 PC->DEV ACK        2477009158 4177829505       0    54
   623  26729.350   52.759 DEV->PC ACK|PSH    4177829505 2477009158      84   138
   624  26779.434   50.084 DEV->PC ACK        4177829589 2477009158    1460  1514
   625  26779.479    0.045 PC->DEV ACK        2477009158 4177831049       0    54
   626  26779.541    0.062 DEV->PC ACK        4177831049 2477009158    1460  1514
   627  26779.601    0.060 DEV->PC ACK|PSH    4177832509 2477009158    1220  1274
   628  26779.833    0.232 PC->DEV ACK        2477009158 4177833729       0    54
   629  26874.679   94.846 DEV->PC ACK|PSH    4177833729 2477009158      84   138
   630  26923.302   48.623 PC->DEV ACK        2477009158 4177833813       0    54
   631  26929.434    6.132 DEV->PC ACK        4177833813 2477009158    1460  1514
   632  26929.542    0.108 DEV->PC ACK        4177835273 2477009158    1460  1514
   633  26929.558    0.016 PC->DEV ACK        2477009158 4177836733       0    54
   634  26929.602    0.044 DEV->PC ACK|PSH    4177836733 2477009158    1220  1274
   635  26970.202   40.600 PC->DEV ACK        2477009158 4177837953       0    54
   636  27079.460  109.258 DEV->PC ACK        4177837953 2477009158    1460  1514
   637  27079.631    0.171 DEV->PC ACK        4177839413 2477009158    1460  1514
   638  27079.632    0.001 DEV->PC ACK|PSH    4177840873 2477009158    1220  1274
   639  27079.920    0.288 PC->DEV ACK        2477009158 4177842093       0    54
   640  27229.456  149.536 DEV->PC ACK        4177842093 2477009158    1460  1514
   641  27229.563    0.107 DEV->PC ACK        4177843553 2477009158    1460  1514
   642  27229.574    0.011 PC->DEV ACK        2477009158 4177845013       0    54
   643  27229.624    0.050 DEV->PC ACK|PSH    4177845013 2477009158    1220  1274
   644  27278.545   48.921 PC->DEV ACK        2477009158 4177846233       0    54
   645  27379.482  100.937 DEV->PC ACK        4177846233 2477009158    1460  1514
   646  27379.589    0.107 DEV->PC ACK        4177847693 2477009158    1460  1514
   647  27379.604    0.015 PC->DEV ACK        2477009158 4177849153       0    54
   648  27379.674    0.070 DEV->PC ACK|PSH    4177849153 2477009158    1220  1274
   649  27431.769   52.095 PC->DEV ACK        2477009158 4177850373       0    54
   650  27529.448   97.679 DEV->PC ACK        4177850373 2477009158    1460  1514
   651  27529.643    0.195 DEV->PC ACK        4177851833 2477009158    1460  1514
   652  27529.644    0.001 DEV->PC ACK|PSH    4177853293 2477009158    1220  1274
   653  27529.858    0.214 PC->DEV ACK        2477009158 4177854513       0    54
   654  27679.444  149.586 DEV->PC ACK        4177854513 2477009158    1460  1514
   655  27679.624    0.180 DEV->PC ACK        4177855973 2477009158    1460  1514
   656  27679.625    0.001 DEV->PC ACK|PSH    4177857433 2477009158    1220  1274
   657  27679.928    0.303 PC->DEV ACK        2477009158 4177858653       0    54
   658  27729.363   49.435 DEV->PC ACK|PSH    4177858653 2477009158      84   138
   659  27772.589   43.226 PC->DEV ACK        2477009158 4177858737       0    54
   660  27829.508   56.919 DEV->PC ACK        4177858737 2477009158    1460  1514
   661  27829.666    0.158 DEV->PC ACK        4177860197 2477009158    1460  1514
   662  27829.668    0.002 DEV->PC ACK|PSH    4177861657 2477009158    1220  1274
   663  27829.904    0.236 PC->DEV ACK        2477009158 4177862877       0    54
   664  27873.864   43.960 DEV->PC ACK|PSH    4177862877 2477009158      84   138
   665  27874.538    0.674 PC->DEV ACK        2477009158 4177862961       0    54
   666  27979.447  104.909 DEV->PC ACK        4177862961 2477009158    1460  1514
   667  27979.556    0.109 DEV->PC ACK        4177864421 2477009158    1460  1514
   668  27979.574    0.018 PC->DEV ACK        2477009158 4177865881       0    54
   669  27979.634    0.060 DEV->PC ACK|PSH    4177865881 2477009158    1220  1274
   670  28021.798   42.164 PC->DEV ACK        2477009158 4177867101       0    54
   671  28129.450  107.652 DEV->PC ACK        4177867101 2477009158    1460  1514
   672  28129.554    0.104 DEV->PC ACK        4177868561 2477009158    1460  1514
   673  28129.570    0.016 PC->DEV ACK        2477009158 4177870021       0    54
   674  28129.615    0.045 DEV->PC ACK|PSH    4177870021 2477009158    1220  1274
   675  28175.907   46.292 PC->DEV ACK        2477009158 4177871241       0    54
   676  28279.473  103.566 DEV->PC ACK        4177871241 2477009158    1460  1514
   677  28279.580    0.107 DEV->PC ACK        4177872701 2477009158    1460  1514
   678  28279.595    0.015 PC->DEV ACK        2477009158 4177874161       0    54
   679  28279.641    0.046 DEV->PC ACK|PSH    4177874161 2477009158    1220  1274
   680  28331.992   52.351 PC->DEV ACK        2477009158 4177875381       0    54
   681  28429.450   97.458 DEV->PC ACK        4177875381 2477009158    1460  1514
   682  28429.575    0.125 DEV->PC ACK        4177876841 2477009158    1460  1514
   683  28429.591    0.016 PC->DEV ACK        2477009158 4177878301       0    54
   684  28429.637    0.046 DEV->PC ACK|PSH    4177878301 2477009158    1220  1274
   685  28484.721   55.084 PC->DEV ACK        2477009158 4177879521       0    54
   686  28579.434   94.713 DEV->PC ACK        4177879521 2477009158    1460  1514
   687  28579.538    0.104 DEV->PC ACK        4177880981 2477009158    1460  1514
   688  28579.554    0.016 PC->DEV ACK        2477009158 4177882441       0    54
   689  28579.616    0.062 DEV->PC ACK|PSH    4177882441 2477009158    1220  1274
   690  28622.941   43.325 PC->DEV ACK        2477009158 4177883661       0    54
   691  28729.390  106.449 DEV->PC ACK        4177883661 2477009158    1460  1514
   692  28729.496    0.106 DEV->PC ACK        4177885121 2477009158    1460  1514
   693  28729.511    0.015 PC->DEV ACK        2477009158 4177886581       0    54
   694  28729.559    0.048 DEV->PC ACK|PSH    4177886581 2477009158    1220  1274
   695  28729.560    0.001 DEV->PC ACK|PSH    4177887801 2477009158      84   138
   696  28729.756    0.196 PC->DEV ACK        2477009158 4177887885       0    54
   697  28874.917  145.161 DEV->PC ACK|PSH    4177887885 2477009158      84   138
   698  28879.394    4.477 DEV->PC ACK        4177887969 2477009158    1460  1514
   699  28879.432    0.038 PC->DEV ACK        2477009158 4177889429       0    54
   700  28879.503    0.071 DEV->PC ACK        4177889429 2477009158    1460  1514
   701  28879.562    0.059 DEV->PC ACK|PSH    4177890889 2477009158    1220  1274
   702  28879.796    0.234 PC->DEV ACK        2477009158 4177892109       0    54
   703  29029.446  149.650 DEV->PC ACK        4177892109 2477009158    1460  1514
   704  29029.592    0.146 DEV->PC ACK        4177893569 2477009158    1460  1514
   705  29029.593    0.001 DEV->PC ACK|PSH    4177895029 2477009158    1220  1274
   706  29029.747    0.154 PC->DEV ACK        2477009158 4177896249       0    54
   707  29179.395  149.648 DEV->PC ACK        4177896249 2477009158    1460  1514
   708  29179.500    0.105 DEV->PC ACK        4177897709 2477009158    1460  1514
   709  29179.515    0.015 PC->DEV ACK        2477009158 4177899169       0    54
   710  29179.561    0.046 DEV->PC ACK|PSH    4177899169 2477009158    1220  1274
   711  29224.629   45.068 PC->DEV ACK        2477009158 4177900389       0    54
   712  29329.492  104.863 DEV->PC ACK        4177900389 2477009158    1460  1514
   713  29329.643    0.151 DEV->PC ACK        4177901849 2477009158    1460  1514
   714  29329.644    0.001 DEV->PC ACK|PSH    4177903309 2477009158    1220  1274
   715  29329.892    0.248 PC->DEV ACK        2477009158 4177904529       0    54
   716  29479.392  149.500 DEV->PC ACK        4177904529 2477009158    1460  1514
   717  29479.500    0.108 DEV->PC ACK        4177905989 2477009158    1460  1514
   718  29479.516    0.016 PC->DEV ACK        2477009158 4177907449       0    54
   719  29479.577    0.061 DEV->PC ACK|PSH    4177907449 2477009158    1220  1274
   720  29533.833   54.256 PC->DEV ACK        2477009158 4177908669       0    54
   721  29629.415   95.582 DEV->PC ACK        4177908669 2477009158    1460  1514
   722  29629.519    0.104 DEV->PC ACK        4177910129 2477009158    1460  1514
   723  29629.537    0.018 PC->DEV ACK        2477009158 4177911589       0    54
   724  29629.596    0.059 DEV->PC ACK|PSH    4177911589 2477009158    1220  1274
   725  29673.999   44.403 PC->DEV ACK        2477009158 4177912809       0    54
   726  29729.370   55.371 DEV->PC ACK|PSH    4177912809 2477009158      84   138
   727  29779.368   49.998 DEV->PC ACK        4177912893 2477009158    1460  1514
   728  29779.409    0.041 PC->DEV ACK        2477009158 4177914353       0    54
   729  29779.476    0.067 DEV->PC ACK        4177914353 2477009158    1460  1514
   730  29779.536    0.060 DEV->PC ACK|PSH    4177915813 2477009158    1220  1274
   731  29779.731    0.195 PC->DEV ACK        2477009158 4177917033       0    54
   732  29875.128   95.397 DEV->PC ACK|PSH    4177917033 2477009158      84   138
   733  29921.592   46.464 PC->DEV ACK        2477009158 4177917117       0    54
   734  29929.397    7.805 DEV->PC ACK        4177917117 2477009158    1460  1514
   735  29929.504    0.107 DEV->PC ACK        4177918577 2477009158    1460  1514
   736  29929.519    0.015 PC->DEV ACK        2477009158 4177920037       0    54
